Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
Young peasant girl with cow,55000,50000,70000,Inscribed and Signed,1892,Watercolor / Paper,109,"Christie's New York, Rockefeller Center","05/06/1998
                ",sold,24.0,31.0
Landscape,14000,9000,12000,Stamped,nogiven,Watercolor and pencil / Board,253,"Christie's New York, Rockefeller Center","05/06/1998
                ",sold,12.0,15.0
Bords de la marne a Chennevieres,24000,24000,28000,Signed,1863,Watercolor and pencil / Paper,5,Christie's Tel Aviv,"04/15/1998
                ",sold,31.0,24.0
Marche aux bles,9100,4961,6620,Signed Initials,nogiven,Watercolor / Paper,46a,"Sotheby's London, New Bond Street","03/24/1998
                ",sold,16.0,20.0
Deux paysannes,10750,4961,6620,Signed Initials,nogiven,Watercolor / Paper,47,"Sotheby's London, New Bond Street","03/24/1998
                ",sold,17.0,21.0
Port de Bruxelles,7500,15000,25000,Signed Initials,nogiven,Watercolor / Paper,381,"Skinner Inc, Marlborough","03/13/1998
                ",sold,27.94,22.86
Baigneuse,6000,4000,6000,Stamped,nogiven,Watercolor / Paper,1,Sotheby's New York,"03/11/1998
                ",sold,17.78,27.94
Paysage de Midi,2200,3000,5000,Unavailable,nogiven,Watercolor / Paper,452,Susanin's Auctioneers & Appraisers,"02/28/1998
                ",sold,15.0,13.0
Le moulin a Knocke,11880,10560,13200,Inscribed and Signed,nogiven,Watercolor / Paper,1i,Piasa,"12/12/1997
                ",sold,21.0,28.0
Bords de Marne a Chennevieres,16540,16540,24810,Signed,1864,Watercolor and pencil / Paper,371,"Sotheby's London, New Bond Street","12/09/1997
                ",sold,30.0,24.0
"Le Pont de Chelsea en construction, Londres 1890",11220,9240,11880,Inscribed and Signed,1890,Watercolor / Paper,322,Francis Briest,"11/27/1997
                ",sold,23.0,16.0
Homme au chapeau et deux Bretonnes,2376,528,660,Stamped,nogiven,Watercolor / Paper,324,Francis Briest,"11/27/1997
                ",sold,9.0,14.0
"Dieppe, pecheurs sur le port",6470,5280,6600,Signed Monogram,nogiven,Watercolor / Paper,136,Guy Loudmer,"11/23/1997
                ",sold,17.0,10.0
"Toits rouges, printemps",20000,20000,30000,Stamped,1878,Pastel / Paper,235,Sotheby's New York,"11/13/1997
                ",sold,33.02,22.86
Paysanne et paysan se croisant sur un chemin de campagne,100000,100000,150000,Signed,1863,Oil / Panel,205,"Christie's New York, Rockefeller Center","11/12/1997
                ",sold,35.56,20.32
Gardeuse de moutons,90000,80000,100000,Signed and Dated,1889,Gouache / Paper,221,"Christie's New York, Rockefeller Center","11/12/1997
                ",sold,53.34,25.4
Paysage a Louveciennes,18000,18000,22000,Stamped,1869,Pastel / Paper,230,"Christie's New York, Rockefeller Center","11/12/1997
                ",sold,27.94,22.86
La recolte des choux,18000,10000,15000,Stamped,nogiven,Watercolor / Paper,3a,"Sotheby's New York, Arcade","11/06/1997
                ",sold,35.56,22.86
Landscape with farm,3750,2000,3000,Stamped,nogiven,Watercolor / Paper,120,"Sotheby's New York, Arcade","11/06/1997
                ",sold,17.78,10.16
Repast in field. Rest in field,5500,7000,9000,Stamped,nogiven,Watercolor / Paper,124,"Sotheby's New York, Arcade","11/06/1997
                ",sold,20.32,17.78
Eragny,18190,19850,24810,Stamped,nogiven,Watercolor / Paper on board,34,"Sotheby's London, New Bond Street","10/22/1997
                ",sold,63.0,30.0
Les pres a Eragny,39690,41350,57890,Signed,1887,Pastel / Paper,102,"Christie's London, King Street","06/24/1997
                ",sold,29.0,22.0
Berger et moutons,112470,99230,132310,Signed and Dated,1890,Gouache / Silk,103,"Christie's London, King Street","06/24/1997
                ",sold,27.0,55.0
Jeune paysanne,165390,82700,115770,Stamped,1892,Pastel / Paper,1,"Christie's London, King Street","06/23/1997
                ",sold,47.0,63.0
Place de la Ville,6620,4134,5790,Stamped,nogiven,Watercolor / Paper,14,"Christie's London, South Kensington","06/23/1997
                ",sold,25.0,17.0
Landscape with trees,6000,1500,2000,Stamped,nogiven,Watercolor / Paper on board,4,"Sotheby's New York, Arcade","06/12/1997
                ",sold,10.16,10.16
"Les arbres, Eragny",22000,20000,30000,Signed and Dated,1890,Watercolor and pencil / Paper,234,"Christie's New York, Rockefeller Center","05/15/1997
                ",sold,25.4,17.78
"Le retour au village, clair de lune, Eragny",17420,13200,15840,Signed and Dated,1886,Gouache / Silk,32,Renaud,"05/14/1997
                ",sold,63.0,19.0
"Portrait de Jeanne, fille de l'artiste",35000,40000,60000,Stamped,nogiven,Watercolor / Paper,133,Sotheby's New York,"05/14/1997
                ",sold,22.86,27.94
Pontoise,11000,7000,9000,Signed Initials,nogiven,Watercolor / Paper,457,Sotheby's New York,"05/14/1997
                ",sold,17.78,22.86
Les moissonneuses,3696,0,0,Signed Monogram,nogiven,Watercolor / Paper,79,Cornette De Saint Cyr,"03/10/1997
                ",sold,18.0,19.0
Fillette assise,21120,0,0,Stamped,nogiven,Watercolor / Paper,145,Piasa,"12/12/1996
                ",sold,22.0,29.0
"Les pommiers, Pontoise",33080,33080,49620,Signed,1872,Pastel / Paper,103,"Christie's London, King Street","12/03/1996
                ",sold,37.0,27.0
Gardeuse de vaches,248090,165390,248090,Signed and Dated,1883,Gouache,112,"Christie's London, King Street","12/03/1996
                ",sold,21.0,28.0
La vachere,66160,49620,82700,Inscribed and Signed,1892,Gouache,119,"Christie's London, King Street","12/03/1996
                ",sold,24.0,31.0
Paysage a Gisors,13230,14890,19850,Signed and Dated,1887,Watercolor / Paper,237,"Christie's London, King Street","12/03/1996
                ",sold,24.0,16.0
Paysanne traversant un ruisseau,180000,200000,250000,Unavailable,1894,Gouache,33,"Christie's New York, Rockefeller Center","11/13/1996
                ",sold,22.86,30.48
Paysage,9000,0,0,Stamped,nogiven,Watercolor and pencil / Board,1,"Christie's New York, ""East""","11/12/1996
                ",sold,10.16,7.62
"Eragny, soleil couchant",19000,8000,12000,Inscribed and Signed,nogiven,Watercolor / Paper,10,Sotheby's New York,"10/09/1996
                ",sold,18.0,13.0
Scene de marche,5020,0,0,Signed Monogram,nogiven,Watercolor / Paper,70,Artcurial Deauville,"08/16/1996
                ",sold,9.0,14.0
Old man with cane,9000,0,0,Signed Initials,1901,Watercolor / Paper,98,Arthur James,"07/23/1996
                ",sold,10.16,17.78
Madame Pissarro nourrisant un enfant,15220,0,0,Signed Initials,1880,Watercolor / Paper,332,"Sotheby's London, New Bond Street","06/25/1996
                ",sold,22.0,28.0
"Rue de village avec trois paysannes causant, Valhermeil",251580,0,0,Signed and Dated,1881,Gouache / Board,123,Galerie Kornfeld and Cie,"06/21/1996
                ",sold,48.0,30.0
Paysage a Louveciennes,10560,0,0,Stamped,1869,Pastel / Paper,19,Guy Loudmer,"06/19/1996
                ",sold,26.0,21.0
Paysans sur un chemin de campagne,50820,0,0,Signed,1863,Oil / Panel,11,Guy Loudmer,"06/17/1996
                ",sold,35.0,21.0
Etude de pommiers a Eragny,60000,50000,70000,Stamped,1892,Pastel / Paper,116,"Christie's New York, Rockefeller Center","05/01/1996
                ",sold,27.94,20.32
Paysanne appuyee contre un arbre,65000,0,0,Stamped,1885,Watercolor and gouache / Paper,11,Sotheby's Tel Aviv,"04/11/1996
                ",sold,41.0,53.0
A feast day in Knokke,35000,0,0,Inscribed and Signed,1891,Watercolor and gouache / Paper,25,Sotheby's Tel Aviv,"04/11/1996
                ",sold,29.0,22.0
Bords de la Marne a Chennevieres,18190,33080,49620,Signed,1864,Watercolor and pencil / Paper,1,"Sotheby's London, New Bond Street","03/20/1996
                ",sold,30.0,24.0
Paysage de St Charles,6270,0,0,Inscribed and Signed,1889,Watercolor / Paper,22,Millon & Robert,"11/30/1995
                ",sold,21.0,28.0
Jour de fete a Knokke,14890,14890,19850,Inscribed and Signed,1891,Watercolor / Paper,134,"Christie's London, King Street","11/29/1995
                ",sold,29.0,22.0
Femmes accroupies,13230,13230,19850,Stamped,1880,Watercolor and pencil / Paper,140,"Christie's London, King Street","11/29/1995
                ",sold,18.0,11.0
Comment l'on cause No.3,9920,11580,14890,Signed Initials,1880,Watercolor / Paper,323,"Sotheby's London, New Bond Street","11/28/1995
                ",sold,24.0,32.0
Le Marche aux Oeufs,289430,297700,396940,Signed,1894,Gouache,2,"Sotheby's London, New Bond Street","11/27/1995
                ",sold,38.0,23.0
Cheval blanc devant une ferme,19000,15000,20000,Stamped,1874,Gouache,159,Sotheby's New York,"11/09/1995
                ",sold,12.7,17.78
Paysannes ramassant des pommes de terre,260000,200000,300000,Signed and Dated,1882,Gouache,2,Sotheby's New York,"11/08/1995
                ",sold,23.0,30.0
"Bords de la Marne, la Varenne-Saint-Hilaire, temps couvert",19000,20000,25000,Stamped,1865,Pastel / Board,102,"Christie's New York, Rockefeller Center","11/08/1995
                ",sold,48.26,22.86
Jeune paysanne a sa toilette,175000,150000,250000,Signed and Dated,1888,Gouache,11,"Christie's New York, Rockefeller Center","11/07/1995
                ",sold,25.4,33.02
La recolte des choux,7940,0,0,Stamped,nogiven,Watercolor and ink / Paper,12,"Sotheby's London, New Bond Street","10/25/1995
                ",sold,34.0,16.0
Paysage a Louveciennes,12000,0,0,Stamped,1869,Pastel / Paper,5,"Sotheby's New York, Arcade","10/19/1995
                ",sold,27.94,22.86
Londres,7390,0,0,Inscribed and Signed,1890,Watercolor / Paper,102,"Tajan, Paris","06/30/1995
                ",sold,17.0,14.0
Route de Gisors,38040,0,0,Inscribed and Signed,1888,Watercolor / Paper,116,"Sotheby's London, New Bond Street","06/28/1995
                ",sold,29.0,22.0
Paysage a Eragny,12400,0,0,Inscribed and Signed,nogiven,Watercolor / Paper,12,"Christie's London, South Kensington","06/26/1995
                ",sold,24.0,16.0
"Bords de la Marne, la Varenne Saint-Hilaire, temps couvert",9240,0,0,Signed Monogram,1865,Pastel / Paper,65,"Tajan, Paris","06/13/1995
                ",sold,46.0,23.0
Jeux d'enfants sur le chemin du village,46200,0,0,Signed,1879,Gouache,67,"Tajan, Paris","06/13/1995
                ",sold,53.0,14.0
La recolte des pois,800000,0,0,Signed and Dated,1887,Gouache / Board,102,"Christie's New York, Rockefeller Center","05/11/1995
                ",sold,64.0,53.0
Paysanne assise et paysanne agenouillee,95000,0,0,Signed,1893,Pastel / Paper,231,"Christie's New York, Rockefeller Center","05/11/1995
                ",sold,60.96,45.72
Baigneuses gardeuses d'oies,60000,0,0,Signed,nogiven,Gouache,223,Sotheby's New York,"05/10/1995
                ",sold,20.32,15.24
Jardin a Eragny,110000,0,0,Signed Initials,1899,Oil / Panel,51,Sotheby's New York,"05/09/1995
                ",sold,23.0,16.0
Trois femmes cueillant de l'herbe,280000,0,0,Signed and Dated,1886,Gouache / Linen,59,Sotheby's New York,"05/09/1995
                ",sold,41.0,31.0
Le labour a Eragny,105000,0,0,Stamped,1886,Oil / Panel,6,Sotheby's New York,"05/08/1995
                ",sold,22.86,15.24
Comment l'on cause no. 3,4500,0,0,Stamped,nogiven,Watercolor / Paper,21,"Christie's New York, ""East""","02/21/1995
                ",sold,33.02,33.02
Paysannes ramassant des pommes de terre,93060,0,0,Signed and Dated,1882,Gouache,9,Jean Louis Picard,"11/25/1994
                ",sold,22.0,29.0
Figura femminile,2080,0,0,Signed Monogram,nogiven,Watercolor / Paper,37,Christie's Milan,"11/21/1994
                ",sold,10.0,15.0
Figura femminile con uomo di spalle,4000,0,0,Signed Monogram,nogiven,Watercolor / Paper,156,Christie's Milan,"11/21/1994
                ",sold,10.0,15.0
Apres le bain,63890,0,0,Signed,1896,Gouache / Cardboard,13,Boisgirard-Antonini (Paris),"11/15/1994
                ",sold,21.0,27.0
Soleil mouille,32000,0,0,Signed and Dated,1890,Watercolor and pencil / Paper,118,"Christie's New York, Rockefeller Center","11/10/1994
                ",sold,27.94,20.32
Les petites mendiantes,85000,0,0,Signed Initials,1890,Watercolor / Paper,130,"Christie's New York, Rockefeller Center","11/10/1994
                ",sold,22.86,30.48
Les coteaux de Thierceville,35000,0,0,Signed,1889,Pastel / Board,127,Sotheby's New York,"11/09/1994
                ",sold,30.48,17.78
Gelee blanche,15710,0,0,Inscribed and Signed,nogiven,Watercolor and pencil / Paper,182,"Sotheby's London, New Bond Street","10/26/1994
                ",sold,20.0,13.0
Paysanne a la fourche,41350,0,0,Stamped,1901,Pastel / Paper,129,"Sotheby's London, New Bond Street","06/29/1994
                ",sold,30.0,45.0
"Le Troupeau de Moutons, Soleil Couchant",140580,0,0,Signed and Dated,1889,Gouache / Silk,14,"Sotheby's London, New Bond Street","06/28/1994
                ",sold,62.0,20.0
Portrait de Lucien,39690,0,0,Signed Initials,1874,Pastel / Paper,115,"Christie's London, King Street","06/28/1994
                ",sold,27.0,35.0
Jeune fille assise dans la Campagne,330780,0,0,Signed Initials,1882,Pastel / Paper,10,"Christie's London, King Street","06/27/1994
                ",sold,47.0,31.0
Les travailleurs aux champs,60000,0,0,Signed,1896,Watercolor and pencil / Paper on board,110,Sotheby's New York,"05/12/1994
                ",sold,22.86,27.94
Ramasseuses de pommes,260000,0,0,Signed and Dated,1891,Gouache,2,Sotheby's New York,"05/11/1994
                ",sold,22.0,26.0
Etude de pommiers a Eragny,62000,0,0,Stamped,1892,Pastel / Paper,115,"Christie's New York, Rockefeller Center","05/11/1994
                ",sold,27.94,20.32
Etude pour Faneuses a Eragny,32000,0,0,Signed Initials,1884,Pastel / Paper,116,"Christie's New York, Rockefeller Center","05/11/1994
                ",sold,30.48,48.26
Les sarcleurs,112200,0,0,Signed and Dated,1882,Gouache / Card,13,"Audap, Solanet & Godeau-Velliet","12/17/1993
                ",sold,30.0,21.0
Laveuses au bord de l'Oise a Pontoise,119080,0,0,Signed,1880,Gouache / Silk,44,"Sotheby's London, New Bond Street","11/30/1993
                ",sold,53.0,24.0
Portrait de Ludovic Rodo Pissarro,21500,0,0,Signed Initials,1880,Pastel / Paper,112,"Christie's London, King Street","11/30/1993
                ",sold,22.0,24.0
Homme de dos,65000,0,0,Signed Initials,nogiven,Oil,121,"Christie's New York, Rockefeller Center","11/03/1993
                ",sold,22.86,30.48
Paysannes portant un panier,300000,0,0,Signed and Dated,1888,Gouache / Linen,2,"Christie's New York, Rockefeller Center","11/02/1993
                ",sold,27.0,34.0
Vue de village,7440,0,0,Stamped,nogiven,Watercolor / Paper,20,"Sotheby's London, New Bond Street","10/13/1993
                ",sold,20.0,12.0
Canards au bord d'un etang. Paysannes au repos au bord d'un canal,14890,0,0,Signed and Dated,1889,Watercolor and pencil / Paper,33,"Sotheby's London, New Bond Street","10/13/1993
                ",sold,36.0,23.0
Femmes coupant l'herbe,16540,0,0,Signed Initials,1893,Watercolor / Paper,34,"Sotheby's London, New Bond Street","10/13/1993
                ",sold,13.0,18.0
Le marche a gisors,13560,0,0,Signed Initials,nogiven,Watercolor / Paper,35,"Sotheby's London, New Bond Street","10/13/1993
                ",sold,16.0,19.0
La sieste au champ,145540,0,0,Signed and Dated,1893,Gouache / Silk,17,"Sotheby's London, New Bond Street","06/22/1993
                ",sold,67.0,33.0
Rencontre de paysans,44660,0,0,Signed,nogiven,Gouache,110,"Christie's London, King Street","06/22/1993
                ",sold,13.0,10.0
Matin,27090,0,0,Inscribed and Signed,1831,Watercolor / Paper,3045,"Galerie Koller, AG, Zurich","06/18/1993
                ",sold,24.0,19.0
Trois paysannes aux champs,82250,0,0,Signed,1890,Gouache,3064,"Galerie Koller, AG, Zurich","06/18/1993
                ",sold,17.0,21.0
Gardeuse de vaches,77220,0,0,Inscribed and Signed,1883,Gouache,7,Jean Louis Picard,"06/14/1993
                ",sold,21.0,28.0
Paysage a Eragny,3696,0,0,Inscribed and Signed,nogiven,Watercolor and ink / Paper,11,Guy Loudmer,"04/07/1993
                ",sold,17.0,12.0
Deux femmes accroupis,4630,0,0,Stamped,nogiven,Watercolor and pencil / Paper,4,"Sotheby's London, New Bond Street","03/24/1993
                ",sold,18.0,11.0
La vachere,63420,0,0,Inscribed and Signed,1892,Gouache,4,Grisebach,"11/27/1992
                ",sold,24.0,31.0
"Trois paysannes, deux agenouillees et une debout",31020,0,0,Signed,nogiven,Gouache,14,Francis Briest,"11/24/1992
                ",sold,17.0,21.0
Paysn au sarrau bleu,60000,0,0,Stamped,nogiven,Pastel / Board,108,"Christie's New York, Rockefeller Center","11/12/1992
                ",sold,33.02,48.26
Regents Park,35000,0,0,Inscribed and Signed,nogiven,Watercolor and pencil / Board,108,Sotheby's New York,"11/11/1992
                ",sold,25.4,17.78
Paysage avec deux paysannes a gauche,100000,0,0,Signed,1883,Gouache / Silk,120 a,Sotheby's New York,"11/11/1992
                ",sold,55.88,27.94
Portobello Road,16000,0,0,Inscribed and Signed,nogiven,Watercolor and pencil / Paper,129,Sotheby's New York,"11/11/1992
                ",sold,12.7,17.78
Paysnne gardant des cochons,8500,0,0,Stamped,nogiven,Watercolor / Paper,9,Sotheby's New York,"10/05/1992
                ",sold,20.32,17.78
Marche a la volaille,7500,0,0,Stamped,nogiven,Watercolor / Paper,29,Sotheby's New York,"10/05/1992
                ",sold,10.16,15.24
Femme et deux enfants sur un banc,6340,0,0,Signed,nogiven,Watercolor / Paper,376,Kunsthaus Lempertz,"06/03/1992
                ",sold,22.0,17.0
Meule a Eragny sur Epte,40000,0,0,Inscribed and Signed,nogiven,Watercolor / Paper on board,56,Sotheby's New York,"05/13/1992
                ",sold,29.0,23.0
Au bord de l'eau,380000,0,0,Signed and Dated,1881,Gouache / Cardboard,113,"Christie's New York, Rockefeller Center","05/12/1992
                ",sold,25.0,35.0
Paysage,42500,0,0,Signed,nogiven,Pastel / Paper on board,116,Sotheby's New York,"11/07/1991
                ",sold,30.48,22.86
Paysage,35000,0,0,Inscribed,nogiven,Watercolor and pencil / Paper,117,Sotheby's New York,"11/07/1991
                ",sold,22.86,27.94
Paysage d'Osny,23150,0,0,Inscribed and Signed,nogiven,Watercolor and pencil / Paper,3,"Sotheby's London, New Bond Street","10/16/1991
                ",sold,29.0,22.0
La promenade,7610,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,209,"Sotheby's London, New Bond Street","06/26/1991
                ",sold,23.0,17.0
Paysanne assise,52800,0,0,Signed,nogiven,Gouache / Card,5,Francis Briest,"06/15/1991
                ",sold,15.0,19.0
Trois paysannes,40000,0,0,Signed and Dated,1890,Watercolor / Paper,110,"Christie's New York, Rockefeller Center","05/09/1991
                ",sold,30.48,22.86
Groupe de baigneuses,160000,0,0,Signed,nogiven,Gouache / Linen,4,"Christie's New York, Rockefeller Center","05/08/1991
                ",sold,17.78,22.86
Paysage a Londres,5790,0,0,Signed,nogiven,Watercolor and pencil / Paper,18,"Christie's London, King Street","03/19/1991
                ",sold,17.0,13.0
Femme lavant du linge,4134,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,25,"Christie's London, King Street","03/19/1991
                ",sold,9.0,15.0
Femme cueillant des pissenlits,5290,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,27,"Christie's London, King Street","03/19/1991
                ",sold,15.0,20.0
Upper Thames Street,9100,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,32,"Christie's London, King Street","03/19/1991
                ",sold,13.0,17.0
Jeune femme assise dans un parc,29040,0,0,Signed Initials,nogiven,Watercolor / Paper,26,Ader Nordmann,"03/16/1991
                ",sold,22.0,29.0
Paysage,11000,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,8,Sotheby's New York,"02/15/1991
                ",sold,22.86,15.24
Le jardin,11000,0,0,Stamped,nogiven,Watercolor and pencil / Paper,9,Sotheby's New York,"02/15/1991
                ",sold,12.7,17.78
Paysanne aux champs,48840,0,0,Signed,nogiven,Gouache,50,"Audap, Solanet & Godeau-Velliet","12/17/1990
                ",sold,16.0,21.0
"London, St. Paul's cathedral",46310,0,0,Inscribed and Signed,1890,Watercolor and pencil / Paper,4,"Christie's London, King Street","12/03/1990
                ",sold,18.0,14.0
Eragny,38000,0,0,Inscribed and Signed,1890,Watercolor and ink / Paper,112,"Christie's New York, Rockefeller Center","11/15/1990
                ",sold,18.0,13.0
Effet de soleil,24000,0,0,Stamped,nogiven,Watercolor and pencil / Paper,108,Sotheby's New York,"11/14/1990
                ",sold,27.94,22.86
Kew Gardens,26460,0,0,Stamped,1892,Watercolor / Paper,101,"Christie's London, King Street","06/26/1990
                ",sold,18.0,21.0
"Rouen, bateaux a quai sur la Seine",33000,0,0,Signed,nogiven,Watercolor / Paper,7,Ader Nordmann,"06/15/1990
                ",sold,28.0,21.0
Etudes de paysannes,6620,0,0,Signed Initials,nogiven,Watercolor / Paper,9,"Christie's London, King Street","05/24/1990
                ",sold,12.0,18.0
Eragny,20000,0,0,Signed and Dated,1890,Watercolor and pencil / Paper on board,123,Sotheby's New York,"05/17/1990
                ",sold,25.4,17.78
Deux paysannes causant,62850,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,9 a,Phillips de Pury & Co. (see Phillips),"04/04/1990
                ",sold,12.0,15.0
Berger et bergere a la barriere,110810,0,0,Stamped,nogiven,Gouache,107,"Sotheby's London, New Bond Street","04/04/1990
                ",sold,54.0,18.0
Fenaison a Eragny,595400,0,0,Stamped,nogiven,Tempera / Paper,11,"Sotheby's London, New Bond Street","04/03/1990
                ",sold,58.0,36.0
La foire de Saint-Martin a Pontoise,52800,0,0,Signed,nogiven,Watercolor / Paper,51,Cornette De Saint Cyr,"12/15/1989
                ",sold,19.0,15.0
Le repas champetre,148850,0,0,Stamped,nogiven,Watercolor / Paper,404,"Sotheby's London, New Bond Street","11/29/1989
                ",sold,55.0,28.0
Les Seigles,51270,0,0,Signed and Dated,nogiven,Watercolor / Paper,416,"Sotheby's London, New Bond Street","11/29/1989
                ",sold,30.0,23.0
Couple amoureux assis au pied d'un saule,363860,0,0,Signed and Dated,1901,Gouache,422,"Sotheby's London, New Bond Street","11/29/1989
                ",sold,17.0,21.0
La vallee pres de Gisors,23980,0,0,Signed Initials,1885,Watercolor / Paper,8,Phillips de Pury & Co. (see Phillips),"11/27/1989
                ",sold,25.0,15.0
Etang de Montfoucault,132000,0,0,Signed,nogiven,Pastel / Panel,68,Guy Loudmer,"11/19/1989
                ",sold,37.0,26.0
Hebecourt,23760,0,0,Signed and Dated,1890,Watercolor / Paper,3,Ader Nordmann,"11/18/1989
                ",sold,20.0,10.0
Ramasseuse de fagots,99000,0,0,Signed,nogiven,Gouache,10,Ader Nordmann,"11/18/1989
                ",sold,13.0,18.0
Paysans dans un champ,19000,0,0,Signed Initials,nogiven,Watercolor and ink / Paper,2,"Christie's New York, Rockefeller Center","11/13/1989
                ",sold,12.7,20.32
Kew Gardens,16540,0,0,Signed,nogiven,Watercolor / Paper,7,"Sotheby's London, New Bond Street","10/25/1989
                ",sold,17.0,20.0
Baigneuse suspendue a une branche d'arbre,10250,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,156,"Sotheby's London, New Bond Street","10/25/1989
                ",sold,11.0,19.0
Paysage,44660,0,0,Unavailable,nogiven,Watercolor and pencil / Paper,311,"Sotheby's London, New Bond Street","06/28/1989
                ",sold,22.0,28.0
Au bord de l'eau,501600,0,0,Signed and Dated,1881,Gouache / Card,9,Ader Nordmann,"06/19/1989
                ",sold,21.0,30.0
Scene de rue,30000,0,0,Stamped,nogiven,Watercolor and pencil / Paper,101,"Christie's New York, Rockefeller Center","05/11/1989
                ",sold,60.96,33.02
Etang de Montfoucault,90000,0,0,Signed,nogiven,Pastel / Board,111,Sotheby's New York,"05/10/1989
                ",sold,37.0,26.0
Hampton Court Green,95000,0,0,Inscribed and Signed,1890,Watercolor and pencil / Board,112,Sotheby's New York,"05/10/1989
                ",sold,25.0,17.0
Etudes de paysannes,3960,0,0,Signed Initials,nogiven,Watercolor / Paper,129,Christie's Monaco,"05/03/1989
                ",sold,11.0,18.0
Vue d'un chateau,9680,0,0,Signed Monogram,nogiven,Watercolor and pencil / Paper,80,Germann,"04/19/1989
                ",sold,19.0,14.0
"Route de St. Germain, Louveciennes",272890,0,0,Inscribed and Signed,1871,Watercolor / Paper,7,"Sotheby's London, New Bond Street","04/04/1989
                ",sold,49.0,30.0
Paysage d'Eragny,109160,0,0,Stamped,nogiven,Watercolor / Paper,13,"Sotheby's London, New Bond Street","04/04/1989
                ",sold,20.0,12.0
Un champ a Eragny,10000,0,0,Signed and Dated,1890,Watercolor / Paper,607,Gordon Galleries,"01/02/1989
                ",sold,16.0,13.0
"Paysanne et sa fillette, Eragny",320000,0,0,Signed,nogiven,Gouache / Linen,105,"Christie's New York, Rockefeller Center","11/15/1988
                ",sold,23.0,26.0
"Portrait de pere Papeille, Pontoise",170000,0,0,Signed,nogiven,Pastel / Paper,111,"Christie's New York, Rockefeller Center","11/15/1988
                ",sold,46.0,55.0
"Portrait du fils de l'artiste, Ludovic-Rodolphe",55000,0,0,Stamped,nogiven,Watercolor and pencil / Paper,104,Sotheby's New York,"11/12/1988
                ",sold,24.0,31.0
La Charette a Bois,10580,0,0,Stamped,nogiven,Watercolor and ink / Paper,544,"Christie's London, King Street","10/21/1988
                ",sold,20.0,12.0
"Bord de Seine, pres de Rouen",24000,0,0,Stamped,nogiven,Watercolor / Paper,9,"Christie's New York, Rockefeller Center","10/06/1988
                ",sold,22.86,15.24
Seated Breton woman,2500,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,18,Sotheby's New York,"10/05/1988
                ",sold,17.78,12.7
Le marche,52920,0,0,Signed Initials,nogiven,Watercolor and pencil / Paper,306,"Sotheby's London, New Bond Street","06/29/1988
                ",sold,19.0,24.0
"Londres, Kensington Gardens",21120,0,0,Stamped,nogiven,Watercolor / Paper,47,Arcole,"06/24/1988
                ",sold,24.0,15.0
Woman in an interior,2500,0,0,Signed,nogiven,Watercolor / Paper,2834,Bonhams California,"06/09/1988
                ",sold,10.16,7.62
"Paysanne et sa fillette, Eragny",232220,0,0,Signed,nogiven,Oil,5095,"Galerie Koller, AG, Zurich","06/03/1988
                ",sold,23.0,26.0
Vue du pont de Battersea,22330,0,0,Stamped,nogiven,Watercolor and pencil / Paper,304,"Sotheby's London, New Bond Street","03/30/1988
                ",sold,17.0,12.0
Paysannes ramassant des herbes,55440,0,0,Signed and Dated,1890,Watercolor / Paper,8,Guy Loudmer,"03/21/1988
                ",sold,59.0,30.0
Village with windmill,3000,0,0,Stamped,nogiven,Watercolor and pencil / Paper,3,Sotheby's New York,"02/18/1988
                ",sold,7.62,10.16
Marche de Dieppe,5790,0,0,Stamped,nogiven,Watercolor / Paper,310,"Christie's London, King Street","12/01/1987
                ",sold,11.0,17.0
Eragny,13560,0,0,Inscribed and Signed,1890,Watercolor / Paper,146,Phillips de Pury & Co. (see Phillips),"11/30/1987
                ",sold,17.0,12.0
Femmes arranchant des herbes,120000,0,0,Signed and Dated,1890,Gouache,103,"Christie's New York, Rockefeller Center","11/11/1987
                ",sold,55.88,27.94
Village and old mill,800,0,0,Stamped,nogiven,Watercolor and pencil / Paper,76,Hanzel Galleries,"10/25/1987
                ",sold,7.62,7.62
Les carrieres du chou - Pontoise,5410,0,0,Signed,nogiven,Watercolor / Paper,65,Blache Versailles,"06/10/1987
                ",sold,13.0,12.0
Paysage,26000,0,0,Inscribed and Signed,1890,Watercolor and pencil / Paper,102,"Christie's New York, Rockefeller Center","05/13/1987
                ",sold,22.86,15.24
Paysanne assise epluchant un chou,95000,0,0,Stamped,nogiven,Pastel / Paper,104,"Christie's New York, Rockefeller Center","05/13/1987
                ",sold,40.64,58.42
La Bergere,22000,0,0,Signed Initials,nogiven,Watercolor / Paper,104,Sotheby's New York,"05/12/1987
                ",sold,15.24,17.78
Paysannes Ramassant des Herbes,65000,0,0,Signed and Dated,1890,Watercolor / Paper,107,Sotheby's New York,"05/12/1987
                ",sold,58.42,30.48
